"","id","name.wikitag","position","position.clean","start.date","end.date","landtag.state.abb","electoralperiod"
"SH.9","/wiki/Gabriele_K%C3%B6tschau-sh-14","/wiki/Gabriele_K%C3%B6tschau","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1996-04-23,2000-03-27,"sh",14
"SH.10","/wiki/Heinz-Werner_Arens-sh-15","/wiki/Heinz-Werner_Arens","Landtagspräsident/in","Landtagspräsident/in",2000-03-28,2005-03-16,"sh",15
"SH.11","/wiki/Thomas_Stritzl-sh-15","/wiki/Thomas_Stritzl","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2000-03-28,2005-03-16,"sh",15
"SH.12","/wiki/Gabriele_K%C3%B6tschau-sh-15","/wiki/Gabriele_K%C3%B6tschau","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2000-03-28,2005-03-16,"sh",15
"SH.13","/wiki/Martin_Kayenburg-sh-16","/wiki/Martin_Kayenburg","Landtagspräsident/in","Landtagspräsident/in",2005-03-17,2009-10-26,"sh",16
"SH.14","/wiki/Ingrid_Franzen-sh-16","/wiki/Ingrid_Franzen","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2005-03-17,2009-10-26,"sh",16
"SH.15","/wiki/Frauke_Tengler-sh-16","/wiki/Frauke_Tengler","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2005-03-17,2009-10-26,"sh",16
"SH.16","/wiki/Torsten_Geerdts-sh-17","/wiki/Torsten_Geerdts","Landtagspräsident/in","Landtagspräsident/in",2009-10-27,2012-06-04,"sh",17
"SH.17","/wiki/Herlich_Marie_Todsen-Reese-sh-17","/wiki/Herlich_Marie_Todsen-Reese","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-10-27,2012-06-04,"sh",17
"SH.18","/wiki/Gitta_Trauernicht-sh-17","/wiki/Gitta_Trauernicht","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-10-27,2012-06-04,"sh",17
"SH.19","/wiki/Anita_Klahn-sh-17","/wiki/Anita_Klahn","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-10-27,2012-06-04,"sh",17
"SH.20","/wiki/Maria-Elisabeth_Fritzen-sh-17","/wiki/Maria-Elisabeth_Fritzen","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-10-27,2012-06-04,"sh",17
"SH.21","/wiki/Klaus_Schlie-sh-18","/wiki/Klaus_Schlie","Landtagspräsident/in","Landtagspräsident/in",NA,NA,"sh",18
"SH.22","/wiki/Bernd_Heinemann-sh-18","/wiki/Bernd_Heinemann","Landtagsvizepräsident/in","Landtagsvizepräsident/in",NA,NA,"sh",18
"SH.23","/wiki/Marlies_Fritzen-sh-18","/wiki/Marlies_Fritzen","Landtagsvizepräsident/in","Landtagsvizepräsident/in",NA,NA,"sh",18
"SH.24","/wiki/Klaus_Schlie-sh-19","/wiki/Klaus_Schlie","Landtagspräsident/in","Landtagspräsident/in",2017-06-06,2022-04-28,"sh",19
"SH.25","/wiki/Kirsten_Eickhoff-Weber-sh-19","/wiki/Kirsten_Eickhoff-Weber","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2017-06-06,2022-04-28,"sh",19
"SH.26","/wiki/Aminata_Tour%C3%A9_(Politikerin,_1992)-sh-19","/wiki/Aminata_Tour%C3%A9_(Politikerin,_1992)","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2017-06-06,2022-04-28,"sh",19
"SH.27","/wiki/Annabell_Kr%C3%A4mer-sh-19","/wiki/Annabell_Kr%C3%A4mer","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2017-06-06,2022-04-28,"sh",19
"SL.1","/wiki/Albrecht_Herold-sl-10","/wiki/Albrecht_Herold","Landtagspräsident/in","Landtagspräsident/in",NA,NA,"sl",10
"SL.2","/wiki/Rita_Waschb%C3%BCsch-sl-10","/wiki/Rita_Waschb%C3%BCsch","Landtagsvizepräsident/in","Landtagsvizepräsident/in",NA,NA,"sl",10
"SL.3","/wiki/Roswitha_Hollinger-sl-10","/wiki/Roswitha_Hollinger","Landtagsvizepräsident/in","Landtagsvizepräsident/in",NA,NA,"sl",10
"SL.4","/wiki/Hans_Kasper_(Politiker)-sl-11","/wiki/Hans_Kasper_(Politiker)","Landtagspräsident/in","Landtagspräsident/in",NA,NA,"sl",11
"SL.5","/wiki/Gerd_Meyer_(Politiker)-sl-11","/wiki/Gerd_Meyer_(Politiker)","Landtagsvizepräsident/in","Landtagsvizepräsident/in",NA,NA,"sl",11
"SL.6","/wiki/Roswitha_Hollinger-sl-11","/wiki/Roswitha_Hollinger","Landtagsvizepräsident/in","Landtagsvizepräsident/in",NA,NA,"sl",11
"SL.7","/wiki/Hans_Ley-sl-12","/wiki/Hans_Ley","Landtagspräsident/in","Landtagspräsident/in",NA,NA,"sl",12
"SL.8","/wiki/Roswitha_Hollinger-sl-12","/wiki/Roswitha_Hollinger","Landtagsvizepräsident/in","Landtagsvizepräsident/in",NA,NA,"sl",12
"SL.9","/wiki/Kurt_Schoenen-sl-12","/wiki/Kurt_Schoenen","Landtagsvizepräsident/in","Landtagsvizepräsident/in",NA,NA,"sl",12
"SL.10","/wiki/Hans_Ley-sl-13","/wiki/Hans_Ley","Landtagspräsident/in","Landtagspräsident/in",NA,NA,"sl",13
"SL.11","/wiki/Reiner_Braun_(Politiker)-sl-13","/wiki/Reiner_Braun_(Politiker)","Landtagsvizepräsident/in","Landtagsvizepräsident/in",NA,NA,"sl",13
"SL.12","/wiki/Gisela_Rink-sl-13","/wiki/Gisela_Rink","Landtagsvizepräsident/in","Landtagsvizepräsident/in",NA,NA,"sl",13
"SL.13","/wiki/Hans_Ley-sl-14","/wiki/Hans_Ley","Landtagspräsident/in","Landtagspräsident/in",2009-09-23,2012-04-23,"sl",14
"SL.14","/wiki/Isolde_Ries-sl-14","/wiki/Isolde_Ries","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-09-23,2012-04-23,"sl",14
"SL.15","/wiki/Karl-Josef_Jochem-sl-14","/wiki/Karl-Josef_Jochem","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-09-23,2012-04-23,"sl",14
"SL.16","/wiki/Hans_Ley-sl-15","/wiki/Hans_Ley","Landtagspräsident/in","Landtagspräsident/in",2012-04-24,2015-07-16,"sl",15
"SL.17","/wiki/Klaus_Meiser-sl-15","/wiki/Klaus_Meiser","Landtagspräsident/in","Landtagspräsident/in",2015-11-11,2017-04-24,"sl",15
"SL.18","/wiki/Isolde_Ries-sl-15","/wiki/Isolde_Ries","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2012-04-24,2017-04-24,"sl",15
"SL.19","/wiki/Rolf_Linsler-sl-15","/wiki/Rolf_Linsler","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2012-04-24,2013-09-27,"sl",15
"SL.20","/wiki/Barbara_Spaniol-sl-15","/wiki/Barbara_Spaniol","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2013-10-16,2017-04-24,"sl",15
"SL.21","/wiki/Klaus_Meiser-sl-16","/wiki/Klaus_Meiser","Landtagspräsident/in","Landtagspräsident/in",2017-04-25,2018-02-12,"sl",16
"SL.22","/wiki/Stephan_Toscani-sl-16","/wiki/Stephan_Toscani","Landtagspräsident/in","Landtagspräsident/in",2018-03-01,2022-04-14,"sl",16
"SL.23","/wiki/Isolde_Ries-sl-16","/wiki/Isolde_Ries","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2017-04-25,2022-04-14,"sl",16
"SL.24","/wiki/G%C3%BCnter_Heinrich-sl-16","/wiki/G%C3%BCnter_Heinrich","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2017-04-25,2022-04-14,"sl",16
"SL.25","/wiki/Barbara_Spaniol-sl-16","/wiki/Barbara_Spaniol","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2017-04-25,2018-11-15,"sl",16
"SL.26","/wiki/Ralf_Georgi-sl-16","/wiki/Ralf_Georgi","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2021-11-18,2022-04-14,"sl",16
"SN.1","/wiki/Erich_Iltgen-sn-1","/wiki/Erich_Iltgen","Landtagspräsident/in","Landtagspräsident/in",1990-10-27,1994-10-05,"sn",1
"SN.2","/wiki/Dieter_Rudorf-sn-1","/wiki/Dieter_Rudorf","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1990-10-27,1994-10-05,"sn",1
"SN.3","/wiki/Heiner_Sandig-sn-1","/wiki/Heiner_Sandig","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1990-10-27,1994-10-05,"sn",1
"SN.4","/wiki/Erich_Iltgen-sn-2","/wiki/Erich_Iltgen","Landtagspräsident/in","Landtagspräsident/in",1994-10-06,1999-10-12,"sn",2
"SN.5","/wiki/Heiner_Sandig-sn-2","/wiki/Heiner_Sandig","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1994-10-06,1999-10-12,"sn",2
"SN.6","/wiki/Andrea_Dombois-sn-2","/wiki/Andrea_Dombois","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1994-10-06,1999-10-12,"sn",2
"SN.7","/wiki/Erich_Iltgen-sn-3","/wiki/Erich_Iltgen","Landtagspräsident/in","Landtagspräsident/in",1999-10-13,2004-10-18,"sn",3
"SN.8","/wiki/Andrea_Dombois-sn-3","/wiki/Andrea_Dombois","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1999-10-13,2004-10-18,"sn",3
"SN.9","/wiki/Brigitte_Zschoche-sn-3","/wiki/Brigitte_Zschoche","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1999-10-13,2004-10-18,"sn",3
"SN.10","/wiki/Erich_Iltgen-sn-4","/wiki/Erich_Iltgen","Landtagspräsident/in","Landtagspräsident/in",2004-10-19,2009-09-28,"sn",4
"SN.11","/wiki/Regina_Schulz-sn-4","/wiki/Regina_Schulz","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2004-10-19,2009-09-28,"sn",4
"SN.12","/wiki/Andrea_Dombois-sn-4","/wiki/Andrea_Dombois","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2004-10-19,2009-09-28,"sn",4
"SN.13","/wiki/Gunther_Hatzsch-sn-4","/wiki/Gunther_Hatzsch","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2004-10-19,2009-09-28,"sn",4
"SN.14","/wiki/Matthias_R%C3%B6%C3%9Fler-sn-5","/wiki/Matthias_R%C3%B6%C3%9Fler","Landtagspräsident/in","Landtagspräsident/in",2009-09-29,2014-09-28,"sn",5
"SN.15","/wiki/Andrea_Dombois-sn-5","/wiki/Andrea_Dombois","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-09-29,2014-09-28,"sn",5
"SN.16","/wiki/Horst_Wehner-sn-5","/wiki/Horst_Wehner","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-09-29,2014-09-28,"sn",5
"SN.17","/wiki/Andreas_Schmalfu%C3%9F-sn-5","/wiki/Andreas_Schmalfu%C3%9F","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-09-29,2014-09-28,"sn",5
"SN.18","/wiki/Matthias_R%C3%B6%C3%9Fler-sn-6","/wiki/Matthias_R%C3%B6%C3%9Fler","Landtagspräsident/in","Landtagspräsident/in",2014-09-29,2019-09-30,"sn",6
"SN.19","/wiki/Andrea_Dombois-sn-6","/wiki/Andrea_Dombois","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2014-09-29,2019-09-30,"sn",6
"SN.20","/wiki/Horst_Wehner-sn-6","/wiki/Horst_Wehner","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2014-09-29,2019-09-30,"sn",6
"ST.1","/wiki/Klaus_Keitel-st-1","/wiki/Klaus_Keitel","Landtagspräsident/in","Landtagspräsident/in",1990-10-28,1994-07-20,"st",1
"ST.2","/wiki/R%C3%BCdiger_Fikentscher-st-1","/wiki/R%C3%BCdiger_Fikentscher","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1990-10-28,1994-07-20,"st",1
"ST.3","/wiki/Cornelia_Pieper-st-1","/wiki/Cornelia_Pieper","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1990-10-28,1994-07-20,"st",1
"ST.4","/wiki/Klaus_Keitel-st-2","/wiki/Klaus_Keitel","Landtagspräsident/in","Landtagspräsident/in",1994-07-21,1998-05-24,"st",2
"ST.5","/wiki/Ingrid_H%C3%A4u%C3%9Fler-st-2","/wiki/Ingrid_H%C3%A4u%C3%9Fler","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1994-07-21,1998-05-24,"st",2
"ST.6","/wiki/Roswitha_Stolfa-st-2","/wiki/Roswitha_Stolfa","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1994-07-21,1998-05-24,"st",2
"ST.7","/wiki/Wolfgang_Schaefer-st-3","/wiki/Wolfgang_Schaefer","Landtagspräsident/in","Landtagspräsident/in",1998-05-25,2002-05-15,"st",3
"ST.8","/wiki/Wolfgang_B%C3%B6hmer-st-3","/wiki/Wolfgang_B%C3%B6hmer","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1998-05-25,2002-05-15,"st",3
"ST.9","/wiki/Walter_Remmers-st-3","/wiki/Walter_Remmers","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1998-05-25,2002-05-15,"st",3
"ST.10","/wiki/Roswitha_Stolfa-st-3","/wiki/Roswitha_Stolfa","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1998-05-25,2002-05-15,"st",3
"ST.11","/wiki/Adolf_Spotka-st-4","/wiki/Adolf_Spotka","Landtagspräsident/in","Landtagspräsident/in",2002-05-16,2006-04-23,"st",4
"ST.12","/wiki/R%C3%BCdiger_Fikentscher-st-4","/wiki/R%C3%BCdiger_Fikentscher","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2002-05-16,2006-04-23,"st",4
"ST.13","/wiki/Helga_Paschke-st-4","/wiki/Helga_Paschke","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2002-05-16,2006-04-23,"st",4
"ST.14","/wiki/Dieter_Steinecke_(Politiker,_1944)-st-5","/wiki/Dieter_Steinecke_(Politiker,_1944)","Landtagspräsident/in","Landtagspräsident/in",2006-04-24,2011-04-18,"st",5
"ST.15","/wiki/R%C3%BCdiger_Fikentscher-st-5","/wiki/R%C3%BCdiger_Fikentscher","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2006-04-24,2011-04-18,"st",5
"ST.16","/wiki/Helga_Paschke-st-5","/wiki/Helga_Paschke","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2006-04-24,2011-04-18,"st",5
"ST.17","/wiki/Dieter_Steinecke_(Politiker,_1944)-st-6","/wiki/Dieter_Steinecke_(Politiker,_1944)","Landtagspräsident/in","Landtagspräsident/in",2015-12-09,2016-04-11,"st",6
"ST.18","/wiki/Helga_Paschke-st-6","/wiki/Helga_Paschke","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2011-04-19,2016-04-11,"st",6
"ST.19","/wiki/Gerhard_Miesterfeldt-st-6","/wiki/Gerhard_Miesterfeldt","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2011-04-19,2016-04-11,"st",6
"ST.20","/wiki/Detlef_G%C3%BCrth-st-6","/wiki/Detlef_G%C3%BCrth","Landtagspräsident/in","Landtagspräsident/in",2011-04-19,2015-12-01,"st",6
"ST.21","/wiki/Hardy_G%C3%BCssau-st-7","/wiki/Hardy_G%C3%BCssau","Landtagspräsident/in","Landtagspräsident/in",2016-04-12,2016-08-21,"st",7
"ST.22","/wiki/Gabriele_Brakebusch-st-7","/wiki/Gabriele_Brakebusch","Landtagspräsident/in","Landtagspräsident/in",2016-09-01,2021-07-05,"st",7
"ST.23","/wiki/Daniel_Rausch-st-7","/wiki/Daniel_Rausch","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2016-04-12,2016-06-02,"st",7
"ST.24","/wiki/Willi_Mittelst%C3%A4dt-st-7","/wiki/Willi_Mittelst%C3%A4dt","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2016-09-30,2021-07-05,"st",7
"ST.25","/wiki/Wulf_Gallert-st-7","/wiki/Wulf_Gallert","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2016-04-12,2021-07-05,"st",7
"TH.1","/wiki/Gottfried_M%C3%BCller_(Politiker)-th-1","/wiki/Gottfried_M%C3%BCller_(Politiker)","Landtagspräsident/in","Landtagspräsident/in",1990-10-25,1994-11-09,"th",1
"TH.2","/wiki/Peter_Friedrich_(Politiker,_1942)-th-1","/wiki/Peter_Friedrich_(Politiker,_1942)","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1990-10-25,1994-11-09,"th",1
"TH.3","/wiki/Peter_Backhaus-th-1","/wiki/Peter_Backhaus","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1990-10-25,1994-11-09,"th",1
"TH.4","/wiki/Frank-Michael_Pietzsch-th-2","/wiki/Frank-Michael_Pietzsch","Landtagspräsident/in","Landtagspräsident/in",1994-11-10,1999-09-30,"th",2
"TH.5","/wiki/Peter_Friedrich_(Politiker,_1942)-th-2","/wiki/Peter_Friedrich_(Politiker,_1942)","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1994-11-10,1998-06-15,"th",2
"TH.6","/wiki/Hans-J%C3%BCrgen_D%C3%B6ring-th-2","/wiki/Hans-J%C3%BCrgen_D%C3%B6ring","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1998-06-16,1999-09-30,"th",2
"TH.7","/wiki/Roland_Hahnemann-th-2","/wiki/Roland_Hahnemann","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1994-11-10,1999-09-30,"th",2
"TH.8","/wiki/Christine_Lieberknecht-th-3","/wiki/Christine_Lieberknecht","Landtagspräsident/in","Landtagspräsident/in",1999-10-01,2004-07-07,"th",3
"TH.9","/wiki/Irene_Ellenberger-th-3","/wiki/Irene_Ellenberger","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1999-10-01,2004-07-07,"th",3
"TH.10","/wiki/Birgit_Klaubert-th-3","/wiki/Birgit_Klaubert","Landtagsvizepräsident/in","Landtagsvizepräsident/in",1999-10-01,2004-07-07,"th",3
"TH.11","/wiki/Dagmar_Schipanski-th-4","/wiki/Dagmar_Schipanski","Landtagspräsident/in","Landtagspräsident/in",2004-07-08,2009-09-28,"th",4
"TH.12","/wiki/Birgit_Klaubert-th-4","/wiki/Birgit_Klaubert","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2004-07-08,2009-09-28,"th",4
"TH.13","/wiki/Birgit_Pelke-th-4","/wiki/Birgit_Pelke","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2004-07-08,2009-09-28,"th",4
"TH.14","/wiki/Birgit_Diezel-th-5","/wiki/Birgit_Diezel","Landtagspräsident/in","Landtagspräsident/in",2009-09-29,2014-10-13,"th",5
"TH.15","/wiki/Birgit_Klaubert-th-5","/wiki/Birgit_Klaubert","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-09-29,2014-10-13,"th",5
"TH.16","/wiki/Heiko_Gentzel-th-5","/wiki/Heiko_Gentzel","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-09-29,2014-10-13,"th",5
"TH.17","/wiki/Franka_Hitzing-th-5","/wiki/Franka_Hitzing","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-09-29,2014-10-13,"th",5
"TH.18","/wiki/Astrid_Rothe-Beinlich-th-5","/wiki/Astrid_Rothe-Beinlich","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2009-09-29,2014-10-13,"th",5
"TH.19","/wiki/Christian_Carius-th-6","/wiki/Christian_Carius","Landtagspräsident/in","Landtagspräsident/in",2014-10-14,2018-10-15,"th",6
"TH.20","/wiki/Birgit_Diezel-th-6","/wiki/Birgit_Diezel","Landtagspräsident/in","Landtagspräsident/in",2018-12-12,2019-11-25,"th",6
"TH.21","/wiki/Margit_Jung-th-6","/wiki/Margit_Jung","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2014-10-14,2019-11-25,"th",6
"TH.22","/wiki/Uwe_Höhn-th-6","/wiki/Uwe_Höhn","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2014-10-14,2017-09-15,"th",6
"TH.23","/wiki/Dorothea_Marx-th-6","/wiki/Dorothea_Marx","Landtagsvizepräsident/in","Landtagsvizepräsident/in",2017-09-27,2019-11-25,"th",6
